Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
SUV,31506,Good,2,5,Petrol,Automatic,2500,23889,2023-11-12,2025-05-14,Second,17760,3,0,10.066215016968883,New,New,Weak,1
Motorcycle,65503,Average,2,1,Electric,Manual,1500,138736,2024-02-04,2026-02-20,First,9768,9,0,10.781450322746082,New,New,New,0
SUV,77817,Average,3,1,Diesel,Automatic,1000,137331,2023-11-19,2025-08-15,Third,24022,6,3,19.815087587892563,Good,Good,New,1
Bus,39052,Good,1,9,Diesel,Automatic,800,11259,2023-09-30,2026-02-14,Second,14585,2,2,15.58622596249526,New,New,Weak,1
Car,56435,Poor,1,9,Diesel,Manual,800,120827,2023-09-15,2026-01-18,First,22689,1,1,18.794458973895832,Worn Out,New,New,0
SUV,53855,Poor,5,10,Diesel,Manual,2000,126473,2023-08-27,2024-09-16,Third,19486,1,1,19.6592047604613,New,Worn Out,New,1
SUV,58236,Poor,1,1,Electric,Automatic,2500,87838,2023-05-07,2024-06-01,Third,17817,1,0,13.029705949800281,Worn Out,Good,New,0
Car,50919,Average,0,5,Electric,Automatic,2500,115733,2023-07-23,2025-04-20,Third,14469,10,3,17.222977906530822,Worn Out,New,Weak,1
SUV,50329,Average,1,6,Electric,Automatic,800,69581,2023-10-10,2024-12-23,First,22686,3,2,19.003373850199985,New,Good,New,0
Truck,74539,Good,0,6,Diesel,Automatic,1500,93338,2023-05-11,2024-09-12,First,13465,7,2,14.686284163233765,Worn Out,Worn Out,New,1
Bus,64523,Average,5,5,Petrol,Automatic,2000,24321,2023-06-29,2024-06-14,Second,11345,3,3,16.34845634388822,Good,New,New,1
Truck,46541,Good,3,9,Electric,Automatic,1500,21276,2024-02-10,2024-08-11,Second,27872,10,3,17.045384449656446,Worn Out,New,Weak,1
Car,43919,Poor,2,5,Petrol,Manual,2500,6697,2023-10-08,2025-05-31,First,13491,2,1,19.761401346259134,New,Good,Good,1
Motorcycle,37965,Average,4,7,Diesel,Automatic,2000,74587,2023-08-21,2026-01-31,First,12864,10,0,11.154223564458679,Worn Out,Worn Out,New,1
Bus,65436,Poor,3,5,Electric,Manual,2500,91538,2023-05-03,2025-03-28,Second,15706,6,1,11.1740662212929,New,Good,Good,1
Car,69005,Good,4,5,Diesel,Automatic,1000,136832,2023-07-18,2024-12-09,First,13906,3,2,14.368131899134427,Worn Out,Worn Out,Weak,1
Bus,47330,Average,4,6,Electric,Automatic,1500,132199,2023-08-05,2025-05-03,Second,17412,3,0,18.022064720121985,Good,Good,Weak,1
Bus,43055,Good,2,1,Petrol,Manual,1500,130036,2023-06-29,2025-08-24,Third,15703,10,0,10.602902270348878,Worn Out,New,Weak,1
Car,59237,Poor,3,5,Petrol,Manual,2000,136970,2023-09-13,2025-11-05,Second,9406,10,0,19.84249555897065,Worn Out,Worn Out,Weak,1
Bus,31564,Good,5,2,Electric,Automatic,2000,33054,2023-04-11,2025-05-22,First,9387,4,2,11.264652905757968,Good,New,Good,1
Motorcycle,78875,Poor,1,2,Petrol,Manual,2000,55173,2024-02-14,2024-05-18,Third,11281,6,3,15.746271661299332,New,New,Weak,1
Motorcycle,76717,Good,5,3,Diesel,Automatic,1500,67442,2023-09-03,2024-06-20,Second,27142,9,0,14.658269421723483,New,Good,New,1
Car,40173,Good,3,9,Petrol,Automatic,800,101277,2023-12-07,2025-02-06,Second,17053,7,2,19.17364216479569,Good,New,Weak,1
SUV,56920,Poor,3,8,Petrol,Automatic,1000,106833,2023-06-25,2024-10-13,First,17541,9,2,17.184710969074636,New,New,Weak,1
SUV,74546,Poor,4,4,Electric,Manual,1000,93218,2023-09-26,2026-02-07,First,12018,4,1,14.743510227335861,Good,Good,Weak,1
SUV,58906,Average,3,6,Electric,Manual,2500,80019,2023-07-28,2025-02-01,Second,25151,9,0,12.709577182421617,Good,New,New,1
Van,33568,Average,0,10,Electric,Automatic,1500,103475,2023-10-05,2026-02-06,Third,7779,7,2,17.988051217852316,New,Worn Out,Weak,1
SUV,62020,Poor,3,5,Diesel,Manual,1500,59512,2023-09-26,2024-09-16,First,23259,10,1,16.6064924505213,New,Good,Good,1
Van,30608,Good,4,10,Diesel,Manual,2000,54342,2023-11-20,2025-05-08,Second,21125,10,2,14.682279009026798,New,Worn Out,Weak,1
SUV,40900,Poor,3,10,Petrol,Automatic,2000,71940,2023-05-23,2025-04-06,Second,7531,5,0,16.054237048089156,Worn Out,Good,Weak,1
Bus,34953,Good,1,4,Diesel,Manual,2500,73515,2023-07-17,2024-07-20,Second,10263,7,1,18.7602416796598,Worn Out,Good,Good,0
Van,74028,Average,5,6,Petrol,Manual,2000,128987,2023-12-30,2025-11-30,Third,22793,4,3,10.174188482412973,Worn Out,Good,New,1
Car,68038,Average,4,9,Electric,Manual,2500,48541,2024-02-14,2025-05-01,Third,10575,4,0,10.931172770400867,New,Good,New,1
Car,52284,Poor,2,2,Electric,Manual,1500,43178,2024-02-23,2024-08-19,Third,29709,7,3,19.97259840494124,Worn Out,New,Good,1
Bus,61644,Good,5,9,Petrol,Manual,1500,11921,2023-12-11,2025-02-27,Third,15331,6,0,18.827482690802057,New,Good,Good,1
SUV,41217,Good,2,7,Petrol,Automatic,2500,11008,2023-10-09,2025-01-19,Second,18486,6,0,18.987788970550646,New,Worn Out,Good,1
SUV,68781,Average,4,8,Electric,Automatic,2000,35023,2023-11-03,2024-12-09,First,12604,9,2,15.473329788354821,Good,Good,Weak,1
Bus,71386,Poor,1,9,Diesel,Automatic,1500,16980,2023-10-26,2024-09-16,Second,17455,9,3,15.458765761638787,Good,Good,Weak,1
SUV,41419,Good,1,7,Electric,Automatic,2500,89619,2024-02-20,2025-01-30,First,24825,4,2,13.5311274989492,New,Good,Weak,1
Car,37926,Average,5,3,Diesel,Manual,1000,76191,2023-07-23,2024-09-22,Second,26602,9,1,17.175828011993374,Worn Out,Good,Good,1
Truck,31459,Average,2,10,Petrol,Manual,2500,134231,2023-06-25,2025-04-25,Second,7186,7,0,10.05351159190092,Worn Out,New,Weak,1
Van,69695,Good,0,5,Petrol,Automatic,1500,31309,2023-08-24,2026-02-23,First,8403,10,1,19.971196440200245,New,Worn Out,Good,1
Motorcycle,77707,Average,0,2,Petrol,Manual,1000,139891,2023-10-02,2024-12-04,Third,15720,4,0,11.554216238466784,Worn Out,Worn Out,Good,1
Truck,72949,Average,5,6,Petrol,Automatic,800,4697,2023-05-03,2026-02-10,Third,6148,3,3,13.410197519207738,Good,New,Good,1
Truck,36111,Poor,3,6,Diesel,Automatic,1000,65728,2023-08-31,2026-01-20,Second,8764,8,3,13.125639821916662,Worn Out,Worn Out,New,1
Truck,47223,Good,2,7,Petrol,Manual,1500,13530,2023-12-04,2025-07-31,Second,27034,4,3,15.810917862927534,New,New,New,0
Car,39872,Good,5,2,Electric,Manual,2000,34146,2024-01-04,2024-09-18,Third,13248,6,3,16.99506743671824,New,New,New,1
Motorcycle,64048,Good,4,1,Diesel,Automatic,1500,73298,2023-08-28,2024-07-24,First,29832,5,1,17.756591525102554,New,New,New,1
Car,65454,Good,4,2,Electric,Automatic,800,11179,2023-08-07,2025-04-13,Second,29514,5,2,18.528634226469208,Good,Worn Out,New,1
Car,76368,Good,3,6,Diesel,Automatic,2500,142653,2023-05-28,2025-03-09,Third,19793,6,1,13.058288744477132,Good,New,Good,0
SUV,71915,Good,2,8,Petrol,Automatic,1500,21137,2023-10-20,2025-10-19,Third,20855,8,0,16.722932019809868,Worn Out,New,New,0
Car,63767,Average,3,8,Diesel,Manual,2500,113189,2023-05-19,2024-12-06,First,20682,5,2,12.405067864648572,New,Good,Good,1
SUV,49665,Good,1,1,Petrol,Manual,2500,134024,2023-08-05,2024-04-28,Second,15056,5,1,19.46097594783264,New,New,Weak,1
SUV,64523,Good,4,7,Electric,Automatic,800,35351,2023-08-14,2025-12-10,Third,23951,6,1,11.949923436995064,New,New,Good,1
Car,72784,Average,5,3,Diesel,Automatic,1000,1903,2023-10-05,2025-07-08,First,8186,5,0,17.659929183714326,Worn Out,Good,Good,1
Truck,47844,Good,4,5,Electric,Automatic,800,116653,2023-12-09,2025-04-05,First,15889,6,0,10.761213370657707,Worn Out,New,New,1
Motorcycle,47918,Good,3,10,Electric,Manual,2500,117963,2024-02-03,2024-10-19,Second,15420,3,1,14.441956360057144,New,Worn Out,New,1
Car,43137,Poor,4,6,Diesel,Manual,2500,73106,2023-07-16,2024-12-21,Second,17464,5,1,10.773427610806042,Worn Out,Worn Out,New,1
Bus,51630,Average,3,5,Diesel,Automatic,2500,21080,2023-07-19,2024-05-19,Third,16744,9,0,15.523946638787816,New,Worn Out,Weak,1
Bus,36547,Good,2,4,Diesel,Automatic,1500,146462,2024-01-09,2026-03-22,First,22213,7,0,12.274878933781723,Good,Worn Out,New,1
Car,68127,Good,4,6,Electric,Automatic,800,132259,2023-06-06,2025-10-31,Third,11973,8,2,14.015225740956748,New,Good,Good,1
Car,71117,Poor,4,3,Petrol,Automatic,800,17374,2023-08-27,2024-05-14,Second,25158,8,0,11.993873972322724,Good,New,Good,1
Motorcycle,40486,Good,0,8,Petrol,Manual,1000,5231,2023-12-14,2025-01-19,Third,28179,8,1,18.405835212542605,Worn Out,Good,Good,0
Van,52637,Good,1,5,Diesel,Automatic,1500,6641,2024-01-01,2025-11-30,First,28333,5,0,15.978136836121518,New,Good,New,0
Van,50901,Good,2,1,Electric,Automatic,2500,17340,2023-07-16,2024-08-11,Second,7740,2,0,11.348084100980186,New,New,Good,0
Car,67689,Good,2,3,Petrol,Automatic,1000,82083,2023-12-21,2024-09-08,Second,18036,8,2,11.63624955988546,New,Worn Out,New,1
Truck,48629,Poor,5,5,Diesel,Manual,1500,133324,2023-05-22,2025-09-24,First,20051,9,1,18.482955010013587,New,Worn Out,Weak,1
Bus,47023,Average,1,2,Diesel,Manual,1500,56837,2023-07-15,2025-05-13,Third,16712,5,0,16.02428394216764,New,Worn Out,Good,1
Motorcycle,44868,Average,0,8,Diesel,Manual,1500,90389,2023-06-22,2024-08-27,Third,29077,4,3,12.505720552438456,Good,Worn Out,Weak,1
Truck,66895,Poor,4,9,Diesel,Manual,1500,57890,2023-05-13,2024-09-16,Third,13524,7,2,19.795891280144343,New,New,New,1
Car,45297,Average,3,5,Electric,Manual,2000,144859,2023-09-16,2025-05-06,Second,20161,6,1,10.962576258705873,New,New,New,1
Car,47293,Poor,2,8,Petrol,Automatic,1500,70082,2023-05-12,2024-10-31,Second,22334,2,0,12.758585791983505,Worn Out,Worn Out,New,1
Car,48921,Good,5,7,Petrol,Automatic,800,119672,2023-12-10,2025-05-20,Second,8176,6,3,12.587753327802764,New,Good,Weak,1
Bus,70107,Average,3,7,Electric,Manual,1500,116623,2023-06-23,2025-10-08,First,10073,9,0,19.93078530944969,New,Worn Out,New,1
Van,64808,Poor,2,10,Petrol,Automatic,2500,7561,2024-02-23,2024-10-23,Second,25895,3,3,10.29687326118803,Worn Out,Good,Weak,1
Bus,60017,Poor,5,1,Electric,Manual,800,3747,2024-01-05,2026-01-15,First,29513,4,3,13.439039694179549,Good,Good,Good,1
Bus,78778,Poor,3,6,Electric,Manual,2000,64271,2023-06-13,2025-01-20,Third,9953,4,1,13.367153979354631,New,New,New,1
Bus,33921,Poor,5,2,Diesel,Automatic,2500,6023,2023-05-14,2025-01-07,First,5612,5,1,19.131558487766625,Worn Out,Worn Out,Weak,1
SUV,36858,Poor,3,2,Electric,Manual,2500,112573,2023-08-13,2025-07-28,Third,10971,9,0,18.101918601181083,Worn Out,Good,New,1
Van,45037,Average,1,6,Petrol,Automatic,800,63374,2023-04-06,2024-06-13,Third,25917,9,3,16.812534286668594,New,Worn Out,Weak,1
Bus,48948,Average,5,5,Petrol,Automatic,2500,122322,2024-02-27,2025-02-21,Third,15166,3,2,15.350777243443021,Good,New,New,1
Motorcycle,37617,Poor,1,1,Diesel,Manual,2000,53605,2023-04-28,2025-08-05,First,29904,10,1,15.146260656975237,Good,Good,Good,0
Van,54654,Good,3,6,Petrol,Manual,800,77152,2023-09-14,2025-04-17,First,13561,9,1,18.033303177013977,New,Good,New,0
Bus,40052,Average,1,4,Diesel,Manual,1500,20285,2023-04-08,2024-06-02,First,25071,2,1,18.544005855108637,Good,Worn Out,Weak,1
Truck,55761,Average,0,8,Petrol,Automatic,1500,105042,2023-07-11,2025-02-26,First,10482,1,1,18.28039892842906,Good,Good,Weak,1
Bus,70309,Poor,3,7,Diesel,Automatic,1500,74946,2023-05-22,2024-05-16,Second,6914,8,0,12.531474817183398,Worn Out,New,New,1
Car,63698,Average,3,3,Electric,Automatic,800,79729,2024-02-21,2025-12-01,Third,8749,10,3,13.739929607624504,New,Good,New,1
SUV,78931,Poor,1,1,Petrol,Automatic,2500,83624,2023-11-18,2024-11-20,Second,11207,9,1,12.058063958503558,Worn Out,Good,Good,0
SUV,56684,Good,0,3,Electric,Manual,1500,124457,2023-09-06,2025-12-03,First,7043,6,0,16.233397300934335,Good,Worn Out,New,1
Car,31374,Average,5,5,Electric,Automatic,1500,41137,2023-07-22,2025-03-15,Third,8527,9,0,12.862789725126829,Good,Good,New,1
Motorcycle,46444,Poor,0,9,Electric,Manual,1500,69580,2024-02-06,2024-07-24,Third,13579,10,0,17.875507933339186,Worn Out,New,Good,0
Truck,45917,Good,3,9,Electric,Manual,2500,91575,2023-11-02,2025-01-24,Second,28513,8,3,13.722641228577935,Worn Out,New,Good,1
Bus,33600,Good,0,7,Diesel,Manual,1500,99516,2023-11-23,2025-11-26,Second,19862,1,3,13.477181426152498,Good,Good,New,0
Truck,79019,Poor,1,7,Diesel,Automatic,800,30895,2023-07-23,2024-07-25,Second,12610,7,2,16.023854597449184,Good,Worn Out,Good,1
Bus,31235,Poor,0,5,Petrol,Automatic,800,53993,2024-01-07,2025-08-30,Third,26749,4,1,18.3088074356463,Worn Out,Good,Weak,1
Bus,53943,Good,4,5,Electric,Automatic,1500,39518,2023-05-04,2024-12-15,First,29129,7,2,11.2413414069487,New,Worn Out,Good,1
Van,68915,Poor,4,5,Petrol,Automatic,2500,22203,2023-12-19,2025-04-18,Second,26132,9,1,14.289439028141356,Good,Good,Weak,1
SUV,65645,Poor,3,3,Diesel,Automatic,1500,119985,2023-06-21,2025-01-29,Second,26374,1,2,13.690335631296037,Worn Out,Worn Out,Weak,1
Van,35391,Poor,3,10,Petrol,Automatic,1500,22822,2023-10-02,2024-05-08,Third,6863,9,0,13.63903246618602,Worn Out,New,Weak,1
Bus,30080,Good,1,10,Electric,Automatic,2500,88948,2023-12-09,2025-02-28,First,24249,10,0,12.533718561170266,Good,New,Weak,1
Bus,66864,Poor,4,9,Electric,Manual,800,110105,2023-10-29,2024-12-31,Second,12957,9,2,19.775238565809424,Worn Out,Good,Good,1
Car,38012,Poor,3,3,Petrol,Automatic,1500,63795,2023-08-12,2025-02-02,Second,26600,8,0,19.664210420100225,New,Worn Out,Good,1
Motorcycle,60320,Average,2,10,Petrol,Manual,800,106369,2023-12-17,2025-04-28,First,19490,3,2,10.940845956315016,Worn Out,New,Weak,1
SUV,36328,Poor,5,1,Electric,Automatic,2000,97578,2023-06-22,2025-02-19,First,21350,4,3,17.25024115797053,New,Worn Out,Weak,1
Car,56119,Poor,4,2,Petrol,Automatic,1000,138265,2023-06-03,2026-01-17,Second,13288,10,2,19.37562818318272,Good,Good,New,1
Truck,67433,Good,5,10,Diesel,Automatic,2000,72443,2023-11-16,2025-05-23,First,17937,10,2,10.30995433207089,New,New,Good,1
Bus,55263,Average,4,10,Petrol,Automatic,2500,63305,2023-12-24,2025-12-21,Third,22361,3,2,13.896658687627374,Good,Worn Out,Good,1
SUV,70031,Poor,1,7,Petrol,Manual,800,74680,2023-04-04,2025-07-14,Second,20452,1,0,10.531444644234513,New,Good,Weak,1
Motorcycle,44132,Good,4,10,Diesel,Automatic,800,34062,2023-05-02,2024-11-23,Second,6343,7,0,13.969428709229017,New,Worn Out,New,1
Car,79523,Poor,1,7,Diesel,Automatic,1000,9470,2024-01-23,2024-11-18,First,29696,7,2,19.343837912690724,Worn Out,New,Good,0
Van,70321,Good,1,2,Diesel,Manual,2000,74664,2023-06-04,2025-10-09,Third,6261,6,0,17.0588819746502,Good,Worn Out,New,1
Van,37135,Poor,3,7,Petrol,Manual,1500,43599,2023-11-29,2025-11-29,Second,19575,4,2,15.588985896321118,Worn Out,New,Weak,1
SUV,61401,Poor,4,2,Electric,Manual,1000,28677,2024-02-22,2025-04-27,First,18132,10,3,12.195399684756797,Worn Out,Good,Weak,1
Van,54683,Average,1,3,Diesel,Automatic,1500,70481,2023-10-03,2025-03-14,Third,5373,4,2,17.23635860017986,New,Good,Weak,1
Truck,73179,Average,5,7,Diesel,Automatic,1500,16067,2023-11-26,2025-10-09,Second,20229,3,1,10.392788916615924,Good,Worn Out,Good,1
Truck,30397,Poor,1,5,Diesel,Manual,2500,145255,2023-06-17,2026-01-06,Second,12621,9,0,19.968455049580385,Good,Worn Out,Good,1
Truck,37562,Average,1,6,Electric,Automatic,2500,84723,2023-05-08,2024-05-09,Second,11386,1,3,10.790747434050305,Worn Out,Good,New,0
SUV,45420,Good,4,10,Petrol,Automatic,1500,106148,2023-10-16,2024-12-10,Third,24968,7,0,12.435109101556211,Worn Out,New,Good,1
Car,66912,Poor,3,10,Petrol,Manual,1500,127631,2023-09-08,2024-08-30,Second,16188,6,3,17.186849603511657,New,New,Weak,1
Car,79931,Poor,3,9,Diesel,Manual,800,145431,2023-04-18,2024-12-29,Second,17546,3,3,14.110326779003152,Worn Out,New,Good,1
Motorcycle,42631,Poor,0,8,Diesel,Manual,800,89214,2023-09-30,2026-03-10,Third,5848,3,3,13.433901465864263,New,Good,Good,0
Van,40019,Good,4,1,Petrol,Manual,2500,108502,2023-12-31,2024-11-15,First,14284,4,3,15.231729105659477,New,Worn Out,New,1
Bus,62841,Poor,2,6,Diesel,Automatic,800,45815,2023-08-21,2025-12-11,First,5693,2,2,13.563562485250433,Worn Out,Good,Weak,1
Van,70512,Poor,4,4,Electric,Automatic,1000,31534,2023-12-18,2024-09-24,First,20465,3,0,16.58901481787521,New,Worn Out,Weak,1
Bus,67231,Good,2,9,Electric,Automatic,1500,37690,2023-09-13,2025-08-21,First,12040,5,2,17.36160726553773,New,New,Weak,1
Bus,57967,Poor,0,9,Diesel,Manual,1000,26349,2023-07-13,2025-01-18,First,11353,5,3,14.3710454017364,Worn Out,Good,Good,0
Car,56967,Poor,4,2,Electric,Automatic,2500,125292,2023-05-28,2026-01-14,First,15521,8,1,17.603942189790715,Worn Out,Good,Good,1
Truck,48982,Average,5,6,Petrol,Automatic,2000,56085,2023-09-07,2025-01-02,Third,29401,10,3,10.38634249357825,Good,New,Good,1
Truck,63763,Good,1,6,Diesel,Manual,2000,86597,2024-02-15,2024-06-12,Third,14364,9,2,19.834318895914876,Good,New,New,1
SUV,51907,Average,0,6,Petrol,Automatic,800,74898,2023-08-15,2025-08-13,First,29214,2,2,10.434748609970695,Worn Out,New,New,0
Bus,42421,Poor,0,2,Diesel,Manual,1500,72896,2023-11-18,2026-03-20,First,17334,4,3,19.170467949498004,Good,New,Weak,1
Bus,70437,Good,1,4,Electric,Manual,2500,29479,2023-12-24,2025-10-23,Third,11855,6,1,19.169777631790986,Worn Out,Good,New,0
Van,56942,Average,5,5,Electric,Manual,1000,11325,2023-12-26,2024-12-14,First,25541,5,2,15.461359282480675,Worn Out,Good,New,1
Motorcycle,63006,Good,4,7,Petrol,Automatic,2500,78423,2024-01-09,2025-04-09,Third,28452,2,2,16.73266601131435,Good,Worn Out,New,1
Motorcycle,35426,Average,0,8,Diesel,Automatic,2000,128031,2024-02-21,2024-12-10,Third,9273,5,0,13.646703926828415,Worn Out,New,New,0
SUV,76345,Poor,5,1,Petrol,Automatic,1000,30376,2023-07-12,2024-08-06,Third,11654,4,2,19.5319974353776,New,Worn Out,Weak,1
Truck,54430,Poor,3,6,Diesel,Manual,800,12618,2023-10-22,2025-02-10,First,12796,7,0,18.479499097161007,Good,Worn Out,New,1
Bus,46402,Average,2,5,Petrol,Manual,2500,7816,2023-09-07,2024-08-14,Third,21787,5,3,14.837788193615948,Good,New,New,0
Car,76140,Average,4,6,Petrol,Automatic,800,60845,2023-12-10,2025-05-13,Second,18252,5,3,15.388535751870352,Worn Out,New,Weak,1
Bus,77771,Poor,0,8,Diesel,Automatic,2500,128416,2023-10-22,2025-12-09,First,20434,3,0,13.142196589337066,Good,Worn Out,New,1
Van,49262,Average,1,7,Diesel,Manual,800,115895,2023-08-23,2026-02-03,Third,13141,9,2,19.93265347101587,New,Worn Out,Good,1
SUV,34762,Good,1,2,Diesel,Automatic,1000,25504,2023-05-29,2025-12-30,Second,26458,6,1,16.885979497215843,Worn Out,New,Weak,1
Motorcycle,72642,Poor,2,6,Petrol,Manual,2500,2615,2023-06-25,2025-10-23,Second,6874,3,0,15.501070679919415,Good,New,Weak,1
Car,41382,Good,0,5,Electric,Automatic,2500,97381,2023-10-08,2024-09-04,First,10331,7,3,10.072228079151088,New,Good,Good,0
Truck,50504,Average,1,7,Electric,Automatic,2000,124076,2023-08-28,2025-04-27,First,22693,1,2,18.5273462299295,Worn Out,Worn Out,Good,1
Motorcycle,73567,Poor,3,10,Diesel,Manual,800,123837,2023-06-16,2025-08-28,Third,20243,3,0,17.537600283626023,Worn Out,Good,Weak,1
Van,61477,Average,2,4,Diesel,Automatic,2500,19228,2023-08-15,2025-04-01,Third,13536,2,3,15.320619777367044,Worn Out,New,New,0
Car,64273,Average,4,3,Diesel,Manual,800,99312,2023-09-01,2024-10-22,Third,9507,6,1,13.949064888883164,Worn Out,Worn Out,Good,1
Car,30175,Good,1,4,Electric,Automatic,2000,10927,2023-05-01,2025-05-03,First,9444,1,3,10.13331352554706,Good,Good,Weak,1
SUV,69199,Poor,5,9,Electric,Manual,2500,118773,2023-06-15,2024-10-11,Third,22826,4,3,15.56012155908595,New,Worn Out,Good,1
Van,57638,Poor,5,1,Petrol,Manual,800,144872,2023-05-24,2025-12-14,Second,10910,3,2,12.96217645577375,Good,New,Good,1
Motorcycle,63587,Average,1,6,Diesel,Manual,1000,139784,2023-12-05,2025-10-02,Third,28173,4,3,18.677567579452738,Worn Out,Good,Good,0
Van,39135,Good,3,3,Petrol,Automatic,1000,140333,2024-01-02,2024-09-08,Third,13448,1,1,10.507221970444425,Good,Worn Out,Good,1
Car,44291,Good,0,1,Electric,Manual,800,124664,2023-11-22,2025-02-22,Second,20597,1,2,19.104802227927348,New,Worn Out,Good,1
Truck,45185,Good,1,1,Petrol,Automatic,2500,90763,2023-04-02,2024-08-08,Third,6643,8,2,15.032196569640782,Good,Worn Out,Weak,1
Van,65834,Poor,3,4,Diesel,Manual,1000,1072,2023-12-10,2025-01-21,First,7826,1,2,18.827908698392,Worn Out,Good,Good,1
SUV,51888,Average,5,3,Petrol,Manual,2000,71664,2023-10-18,2024-09-02,Second,8217,5,2,15.75374122186643,Worn Out,New,New,1
Bus,51384,Poor,1,10,Petrol,Automatic,800,91519,2023-06-13,2025-10-23,Second,29957,7,1,11.511644759565264,Good,Good,Weak,1
Truck,65986,Poor,1,1,Petrol,Manual,800,105329,2023-09-03,2025-03-05,Third,29357,10,2,15.449074118065031,Worn Out,New,New,1
Motorcycle,31734,Good,1,8,Petrol,Automatic,2000,132040,2023-07-02,2024-09-17,Third,25698,2,1,11.230276320753234,New,New,Weak,1
Bus,44475,Good,5,10,Diesel,Automatic,2500,109680,2023-08-13,2024-12-11,Third,20717,4,3,15.926123441044634,Good,Good,New,1
SUV,36807,Poor,0,9,Petrol,Manual,1500,89957,2024-02-17,2026-02-14,First,9894,5,2,11.015652122669366,Good,Good,Good,0
Car,34427,Good,2,7,Electric,Automatic,1000,130394,2024-02-13,2024-05-27,First,16867,8,0,10.96471959577734,Worn Out,Worn Out,Weak,1
Truck,69339,Average,5,9,Diesel,Manual,1000,124070,2024-02-14,2025-10-12,Second,29853,2,2,14.75062941009583,Worn Out,Worn Out,Weak,1
SUV,49167,Average,4,4,Diesel,Automatic,2000,15818,2023-08-13,2025-03-31,Second,10340,6,0,19.458160890003178,Good,Worn Out,Weak,1
Bus,45794,Average,4,4,Petrol,Automatic,1500,45563,2023-07-14,2025-06-15,First,17102,5,3,17.5083462075116,Worn Out,Worn Out,New,1
Car,35770,Poor,3,7,Petrol,Manual,2500,147080,2023-06-02,2026-02-28,First,16840,6,0,11.920542488809389,New,Worn Out,Good,1
Bus,77939,Good,1,4,Electric,Manual,1500,25827,2023-11-03,2025-06-18,Third,11748,3,1,16.311353172361112,New,Worn Out,Good,1
SUV,67284,Poor,1,2,Electric,Manual,1000,63160,2023-07-02,2025-07-17,First,17452,4,1,13.177939191198686,New,Good,Weak,1
Bus,36391,Poor,3,9,Electric,Automatic,1000,19710,2023-07-20,2025-10-26,First,20332,9,3,12.541179631077984,Worn Out,Worn Out,Good,1
SUV,58135,Average,1,5,Petrol,Automatic,1000,137369,2023-07-17,2025-04-23,Third,25585,9,0,13.863871323959106,Good,Good,Good,0
Motorcycle,76523,Poor,2,6,Petrol,Manual,1000,56884,2023-05-01,2025-05-13,Third,16257,4,3,15.809567235893459,New,New,Good,1
Van,61881,Average,0,1,Petrol,Manual,800,119654,2023-07-13,2025-01-19,Second,20582,7,2,12.41520045333433,Good,Worn Out,Good,1
Motorcycle,31484,Poor,1,6,Diesel,Automatic,1000,65574,2023-11-17,2025-03-22,Second,8925,6,0,13.98285737915641,New,Worn Out,Good,1
